location,date,total_cases
Aruba,3/13/20,2
Aruba,3/19/20,
Aruba,3/20/20,4
Aruba,3/21/20,
Aruba,3/22/20,
Aruba,3/23/20,
Aruba,3/24/20,12
Aruba,3/25/20,17
Aruba,3/26/20,19
Aruba,3/27/20,28
Aruba,3/28/20,28
Aruba,3/29/20,28
Aruba,3/30/20,50
Aruba,3/31/20,
Aruba,4/1/20,55
Aruba,4/2/20,55
Aruba,4/3/20,60
Aruba,4/4/20,62
Aruba,4/5/20,64
Aruba,4/6/20,64
Aruba,4/7/20,71
Aruba,4/8/20,74
Aruba,4/9/20,77
Aruba,4/10/20,82
Aruba,4/11/20,86
Aruba,4/12/20,92
Aruba,4/13/20,92
Aruba,4/14/20,92
Aruba,4/15/20,92
Aruba,4/16/20,93
Aruba,4/17/20,95
Aruba,4/18/20,96
Aruba,4/19/20,96
Aruba,4/20/20,97
Aruba,4/21/20,97
Aruba,4/22/20,97
Aruba,4/23/20,100
Aruba,4/24/20,100
Aruba,4/25/20,100
Aruba,4/26/20,100
Aruba,4/27/20,100
Aruba,4/28/20,100
Aruba,4/29/20,100
Aruba,4/30/20,100
Aruba,5/1/20,100
Aruba,5/2/20,100
Aruba,5/3/20,100
Aruba,5/4/20,100
Aruba,5/5/20,100
Aruba,5/6/20,100
Aruba,5/7/20,101
Aruba,5/8/20,101
Aruba,5/9/20,101
Aruba,5/10/20,101
Aruba,5/11/20,101
Aruba,5/12/20,101
Aruba,5/13/20,101
Aruba,5/14/20,101
Aruba,5/15/20,101
Aruba,5/16/20,101
Aruba,5/17/20,101
Aruba,5/18/20,101
Aruba,5/19/20,101
Aruba,5/20/20,101
Aruba,5/21/20,101
Aruba,5/22/20,101
Aruba,5/23/20,101
Aruba,5/24/20,101
Aruba,5/25/20,101
Aruba,5/26/20,101
Aruba,5/27/20,101
Aruba,5/28/20,101
Aruba,5/29/20,101
Aruba,5/30/20,101
Aruba,5/31/20,101
Aruba,6/1/20,101
Aruba,6/2/20,101
Aruba,6/3/20,101
Aruba,6/4/20,101
Aruba,6/5/20,101
Aruba,6/6/20,101
Aruba,6/7/20,101
Aruba,6/8/20,101
Aruba,6/9/20,101
Aruba,6/10/20,101
Aruba,6/11/20,101
Aruba,6/12/20,101
Aruba,6/13/20,101
Aruba,6/14/20,101
Aruba,6/15/20,101
Aruba,6/16/20,101
Aruba,6/17/20,101
Aruba,6/18/20,101
Aruba,6/19/20,101
Aruba,6/20/20,101
Aruba,6/21/20,101
Aruba,6/22/20,101
Aruba,6/23/20,101
Aruba,6/24/20,101
Aruba,6/25/20,101
Aruba,6/26/20,101
Aruba,6/27/20,101
Aruba,6/28/20,101
Aruba,6/29/20,101
Aruba,6/30/20,103
Aruba,7/1/20,103
Aruba,7/2/20,103
Aruba,7/3/20,104
Aruba,7/4/20,104
Aruba,7/5/20,105
Aruba,7/6/20,105
Aruba,7/7/20,105
Aruba,7/8/20,105
Aruba,7/9/20,105
Aruba,7/10/20,105
Aruba,7/11/20,105
Aruba,7/12/20,105
Aruba,7/13/20,105
Aruba,7/14/20,105
Aruba,7/15/20,106
Aruba,7/16/20,106
Aruba,7/17/20,108
Aruba,7/18/20,108
Aruba,7/19/20,108
Aruba,7/20/20,113
Aruba,7/21/20,115
Aruba,7/22/20,117
Aruba,7/23/20,117
Aruba,7/24/20,117
Aruba,7/25/20,118
Aruba,7/26/20,119
Aruba,7/27/20,119
Aruba,7/28/20,119
Aruba,7/29/20,119
Aruba,7/30/20,119
Aruba,7/31/20,120
Aruba,8/1/20,121
Aruba,8/2/20,121
Aruba,8/3/20,122
Aruba,8/4/20,124
Aruba,8/5/20,132
Aruba,8/6/20,171
Aruba,8/7/20,263
Aruba,8/8/20,396
Aruba,8/9/20,509
Aruba,8/10/20,563
Aruba,8/11/20,630
Aruba,8/12/20,717
Aruba,8/13/20,798
Aruba,8/14/20,894
Aruba,8/15/20,973
Aruba,8/16/20,1048
Aruba,8/17/20,1102
Aruba,8/18/20,1121
Aruba,8/19/20,1121
Aruba,8/20/20,1296
Aruba,8/21/20,1387
Aruba,8/22/20,1464
Aruba,8/23/20,1534
Aruba,8/24/20,1568
Aruba,8/25/20,1628
Aruba,8/26/20,1670
Aruba,8/27/20,1760
Aruba,8/28/20,1848
Aruba,8/29/20,1906
Aruba,8/30/20,1975
Aruba,8/31/20,1997
Aruba,9/1/20,2006
Aruba,9/2/20,2104
Aruba,9/3/20,2211
Aruba,9/4/20,2292
Aruba,9/5/20,2358
Aruba,9/6/20,2428
Aruba,9/7/20,2449
Aruba,9/8/20,2482
Aruba,9/9/20,2589
Aruba,9/10/20,2730
Aruba,9/11/20,2819
Aruba,9/12/20,2898
Aruba,9/13/20,2994
Aruba,9/14/20,3046
Aruba,9/15/20,3060
Aruba,9/16/20,3152
Aruba,9/17/20,3328
Aruba,9/18/20,3382
Aruba,9/19/20,3460
Aruba,9/20/20,3460
Aruba,9/21/20,3551
Aruba,9/22/20,3587
Aruba,9/23/20,3665
Aruba,9/24/20,3721
Aruba,9/25/20,3756
Aruba,9/26/20,3799
Aruba,9/27/20,3832
Aruba,9/28/20,3844
Aruba,9/29/20,3872
Aruba,9/30/20,3934
Aruba,10/1/20,3963
Aruba,10/2/20,3998
Aruba,10/3/20,4038
Aruba,10/4/20,4074
Aruba,10/5/20,4079
Aruba,10/6/20,4079
Aruba,10/7/20,4094
Aruba,10/8/20,4108
Aruba,10/9/20,4133
Aruba,10/10/20,4167
Aruba,10/11/20,4188
Aruba,10/12/20,4194
Aruba,10/13/20,4197
Aruba,10/14/20,4229
Aruba,10/15/20,4255
Aruba,10/16/20,4285
Aruba,10/17/20,4289
Aruba,10/18/20,4304
Aruba,10/19/20,4322
Aruba,10/20/20,4334
Aruba,10/21/20,4355
Aruba,10/22/20,4369
Aruba,10/23/20,4389
Aruba,10/24/20,4401
Aruba,10/25/20,4410
Aruba,10/26/20,4420
Aruba,10/27/20,4420
Aruba,10/28/20,4420
Aruba,10/29/20,4437
Aruba,10/30/20,4455
Aruba,10/31/20,4472
Aruba,11/1/20,4513
Aruba,11/2/20,4519
Aruba,11/3/20,4524
Aruba,11/4/20,4538
Aruba,11/5/20,4553
Aruba,11/6/20,4564
Aruba,11/7/20,4578
Aruba,11/8/20,4589
Aruba,11/9/20,4600
Aruba,11/10/20,4606
Aruba,11/11/20,4622
Aruba,11/12/20,4631
Aruba,11/13/20,4639
Aruba,11/14/20,4650
Aruba,11/15/20,4658
Aruba,11/16/20,4662
Afghanistan,12/31/19,
Afghanistan,1/1/20,
Afghanistan,1/2/20,
Afghanistan,1/3/20,
Afghanistan,1/4/20,
Afghanistan,1/5/20,
Afghanistan,1/6/20,
Afghanistan,1/7/20,
Afghanistan,1/8/20,
Afghanistan,1/9/20,
Afghanistan,1/10/20,
Afghanistan,1/11/20,
Afghanistan,1/12/20,
Afghanistan,1/13/20,
Afghanistan,1/14/20,
Afghanistan,1/15/20,
Afghanistan,1/16/20,
Afghanistan,1/17/20,
Afghanistan,1/18/20,
Afghanistan,1/19/20,
Afghanistan,1/20/20,
Afghanistan,1/21/20,
Afghanistan,1/22/20,
Afghanistan,1/23/20,
Afghanistan,1/24/20,
Afghanistan,1/25/20,
Afghanistan,1/26/20,
Afghanistan,1/27/20,
Afghanistan,1/28/20,
Afghanistan,1/29/20,
Afghanistan,1/30/20,
Afghanistan,1/31/20,
Afghanistan,2/1/20,
Afghanistan,2/2/20,
Afghanistan,2/3/20,
Afghanistan,2/4/20,
Afghanistan,2/5/20,
Afghanistan,2/6/20,
Afghanistan,2/7/20,
Afghanistan,2/8/20,
Afghanistan,2/9/20,
Afghanistan,2/10/20,
Afghanistan,2/11/20,
Afghanistan,2/12/20,
Afghanistan,2/13/20,
Afghanistan,2/14/20,
Afghanistan,2/15/20,
Afghanistan,2/16/20,
Afghanistan,2/17/20,
Afghanistan,2/18/20,
Afghanistan,2/19/20,
Afghanistan,2/20/20,
Afghanistan,2/21/20,
Afghanistan,2/22/20,
Afghanistan,2/23/20,
Afghanistan,2/24/20,
Afghanistan,2/25/20,1
Afghanistan,2/26/20,1
Afghanistan,2/27/20,1
Afghanistan,2/28/20,1
Afghanistan,2/29/20,1
Afghanistan,3/1/20,1
Afghanistan,3/2/20,1
Afghanistan,3/3/20,
Afghanistan,3/4/20,
Afghanistan,3/5/20,
Afghanistan,3/6/20,
Afghanistan,3/7/20,
Afghanistan,3/8/20,4
Afghanistan,3/9/20,
Afghanistan,3/10/20,
Afghanistan,3/11/20,7
Afghanistan,3/12/20,
Afghanistan,3/13/20,
Afghanistan,3/14/20,
Afghanistan,3/15/20,10
Afghanistan,3/16/20,16
Afghanistan,3/17/20,21
Afghanistan,3/18/20,22
Afghanistan,3/19/20,22
Afghanistan,3/20/20,22
Afghanistan,3/21/20,24
Afghanistan,3/22/20,24
Afghanistan,3/23/20,34
Afghanistan,3/24/20,40
Afghanistan,3/25/20,42
Afghanistan,3/26/20,75
Afghanistan,3/27/20,75
Afghanistan,3/28/20,91
Afghanistan,3/29/20,106
Afghanistan,3/30/20,114
Afghanistan,3/31/20,141
Afghanistan,4/1/20,166
Afghanistan,4/2/20,192
Afghanistan,4/3/20,235
Afghanistan,4/4/20,235
Afghanistan,4/5/20,270
Afghanistan,4/6/20,299
Afghanistan,4/7/20,337
Afghanistan,4/8/20,367
Afghanistan,4/9/20,423
Afghanistan,4/10/20,484
Afghanistan,4/11/20,521
Afghanistan,4/12/20,555
Afghanistan,4/13/20,607
Afghanistan,4/14/20,665
Afghanistan,4/15/20,714
Afghanistan,4/16/20,784
Afghanistan,4/17/20,794
Afghanistan,4/18/20,845
Afghanistan,4/19/20,908
Afghanistan,4/20/20,996
Afghanistan,4/21/20,1031
Afghanistan,4/22/20,1092
Afghanistan,4/23/20,1176
Afghanistan,4/24/20,1281
Afghanistan,4/25/20,1351
Afghanistan,4/26/20,1463
Afghanistan,4/27/20,1531
Afghanistan,4/28/20,1703
Afghanistan,4/29/20,1827
Afghanistan,4/30/20,1949
Afghanistan,5/1/20,2171
Afghanistan,5/2/20,2335
Afghanistan,5/3/20,2469
Afghanistan,5/4/20,2704
Afghanistan,5/5/20,2894
Afghanistan,5/6/20,3224
Afghanistan,5/7/20,3392
Afghanistan,5/8/20,3563
Afghanistan,5/9/20,3778
Afghanistan,5/10/20,4033
Afghanistan,5/11/20,4402
Afghanistan,5/12/20,4687
Afghanistan,5/13/20,4967
Afghanistan,5/14/20,5226
Afghanistan,5/15/20,5339
Afghanistan,5/16/20,6402
Afghanistan,5/17/20,6402
Afghanistan,5/18/20,6664
Afghanistan,5/19/20,7072
Afghanistan,5/20/20,7653
Afghanistan,5/21/20,8145
Afghanistan,5/22/20,8676
Afghanistan,5/23/20,9216
Afghanistan,5/24/20,9998
Afghanistan,5/25/20,10582
Afghanistan,5/26/20,11173
Afghanistan,5/27/20,11831
Afghanistan,5/28/20,12456
Afghanistan,5/29/20,13036
Afghanistan,5/30/20,13659
Afghanistan,5/31/20,14525
Afghanistan,6/1/20,15205
Afghanistan,6/2/20,15750
Afghanistan,6/3/20,16509
Afghanistan,6/4/20,17267
Afghanistan,6/5/20,18054
Afghanistan,6/6/20,18969
Afghanistan,6/7/20,19551
Afghanistan,6/8/20,20342
Afghanistan,6/9/20,20917
Afghanistan,6/10/20,21459
Afghanistan,6/11/20,22143
Afghanistan,6/12/20,22890
Afghanistan,6/13/20,23546
Afghanistan,6/14/20,24102
Afghanistan,6/15/20,24766
Afghanistan,6/16/20,25527
Afghanistan,6/17/20,26310
Afghanistan,6/18/20,26874
Afghanistan,6/19/20,27532
Afghanistan,6/20/20,27878
Afghanistan,6/21/20,28424
Afghanistan,6/22/20,28833
Afghanistan,6/23/20,29143
Afghanistan,6/24/20,29481
Afghanistan,6/25/20,29715
Afghanistan,6/26/20,30175
Afghanistan,6/27/20,30451
Afghanistan,6/28/20,30616
Afghanistan,6/29/20,30967
Afghanistan,6/30/20,31238
Afghanistan,7/1/20,31517
Afghanistan,7/2/20,31836
Afghanistan,7/3/20,32022
Afghanistan,7/4/20,32324
Afghanistan,7/5/20,32672
Afghanistan,7/6/20,32951
Afghanistan,7/7/20,33384
Afghanistan,7/8/20,33594
Afghanistan,7/9/20,33653
Afghanistan,7/10/20,33908
Afghanistan,7/11/20,34366
Afghanistan,7/12/20,34451
Afghanistan,7/13/20,34451
Afghanistan,7/14/20,34455
Afghanistan,7/15/20,34740
Afghanistan,7/16/20,34994
Afghanistan,7/17/20,35070
Afghanistan,7/18/20,35289
Afghanistan,7/19/20,35301
Afghanistan,7/20/20,35475
Afghanistan,7/21/20,35615
Afghanistan,7/22/20,35727
Afghanistan,7/23/20,35915
Afghanistan,7/24/20,35928
Afghanistan,7/25/20,36036
Afghanistan,7/26/20,36157
Afghanistan,7/27/20,36263
Afghanistan,7/28/20,36368
Afghanistan,7/29/20,36471
Afghanistan,7/30/20,36471
Afghanistan,7/31/20,36542
Afghanistan,8/1/20,36710
Afghanistan,8/2/20,36710
Afghanistan,8/3/20,36710
Afghanistan,8/4/20,36747
Afghanistan,8/5/20,36829
Afghanistan,8/6/20,36896
Afghanistan,8/7/20,36937
Afghanistan,8/8/20,37015
Afghanistan,8/9/20,37054
Afghanistan,8/10/20,37054
Afghanistan,8/11/20,37054
Afghanistan,8/12/20,37269
Afghanistan,8/13/20,37345
Afghanistan,8/14/20,37424
Afghanistan,8/15/20,37431
Afghanistan,8/16/20,37551
Afghanistan,8/17/20,37596
Afghanistan,8/18/20,37599
Afghanistan,8/19/20,37599
Afghanistan,8/20/20,37759
Afghanistan,8/21/20,37856
Afghanistan,8/22/20,37894
Afghanistan,8/23/20,37999
Afghanistan,8/24/20,37999
Afghanistan,8/25/20,38070
Afghanistan,8/26/20,38071
Afghanistan,8/27/20,38126
Afghanistan,8/28/20,38129
Afghanistan,8/29/20,38140
Afghanistan,8/30/20,38143
Afghanistan,8/31/20,38162
Afghanistan,9/1/20,38196
Afghanistan,9/2/20,38205
Afghanistan,9/3/20,38243
Afghanistan,9/4/20,38288
Afghanistan,9/5/20,38304
Afghanistan,9/6/20,38324
Afghanistan,9/7/20,38398
Afghanistan,9/8/20,38494
Afghanistan,9/9/20,38520
Afghanistan,9/10/20,38544
Afghanistan,9/11/20,38572
Afghanistan,9/12/20,38606
Afghanistan,9/13/20,38641
Afghanistan,9/14/20,38716
Afghanistan,9/15/20,38815
Afghanistan,9/16/20,38855
Afghanistan,9/17/20,38872
Afghanistan,9/18/20,38872
Afghanistan,9/19/20,38919
Afghanistan,9/20/20,39044
Afghanistan,9/21/20,39044
Afghanistan,9/22/20,39074
Afghanistan,9/23/20,39145
Afghanistan,9/24/20,39170
Afghanistan,9/25/20,39186
Afghanistan,9/26/20,39192
Afghanistan,9/27/20,39227
Afghanistan,9/28/20,39227
Afghanistan,9/29/20,39239
Afghanistan,9/30/20,39254
Afghanistan,10/1/20,39268
Afghanistan,10/2/20,39285
Afghanistan,10/3/20,39290
Afghanistan,10/4/20,39297
Afghanistan,10/5/20,39341
Afghanistan,10/6/20,39486
Afghanistan,10/7/20,39548
Afghanistan,10/8/20,39616
Afghanistan,10/9/20,39693
Afghanistan,10/10/20,39703
Afghanistan,10/11/20,39703
Afghanistan,10/12/20,39799
Afghanistan,10/13/20,39928
Afghanistan,10/14/20,39994
Afghanistan,10/15/20,40026
Afghanistan,10/16/20,40026
Afghanistan,10/17/20,40073
Afghanistan,10/18/20,40141
Afghanistan,10/19/20,40200
Afghanistan,10/20/20,40287
Afghanistan,10/21/20,40375
Afghanistan,10/22/20,40510
Afghanistan,10/23/20,40626
Afghanistan,10/24/20,40687
Afghanistan,10/25/20,40768
Afghanistan,10/26/20,40833
Afghanistan,10/27/20,41032
Afghanistan,10/28/20,41145
Afghanistan,10/29/20,41145
Afghanistan,10/30/20,41268
Afghanistan,10/31/20,41425
Afghanistan,11/1/20,41501
Afghanistan,11/2/20,41633
Afghanistan,11/3/20,41728
Afghanistan,11/4/20,41814
Afghanistan,11/5/20,41935
Afghanistan,11/6/20,41975
Afghanistan,11/7/20,42033
Afghanistan,11/8/20,42159
Afghanistan,11/9/20,42239
Afghanistan,11/10/20,42463
Afghanistan,11/11/20,42463
Afghanistan,11/12/20,42609
Afghanistan,11/13/20,42969
Afghanistan,11/14/20,43035
Afghanistan,11/15/20,43240
Afghanistan,11/16/20,43403
Angola,3/22/20,2
Angola,3/23/20,2
Angola,3/24/20,2
Angola,3/25/20,2
Angola,3/26/20,2
Angola,3/27/20,3
Angola,3/28/20,4
Angola,3/29/20,4
Angola,3/30/20,7
Angola,3/31/20,7
Angola,4/1/20,7
Angola,4/2/20,8
Angola,4/3/20,8
Angola,4/4/20,8
Angola,4/5/20,10
Angola,4/6/20,14
Angola,4/7/20,16
Angola,4/8/20,17
Angola,4/9/20,19
Angola,4/10/20,19
Angola,4/11/20,19
Angola,4/12/20,19
Angola,4/13/20,19
Angola,4/14/20,19
Angola,4/15/20,19
Angola,4/16/20,19
Angola,4/17/20,19
Angola,4/18/20,19
Angola,4/19/20,24
Angola,4/20/20,24
Angola,4/21/20,24
Angola,4/22/20,24
Angola,4/23/20,24
Angola,4/24/20,25
Angola,4/25/20,25
Angola,4/26/20,25
Angola,4/27/20,26
Angola,4/28/20,27
Angola,4/29/20,27
Angola,4/30/20,27
Angola,5/1/20,27
Angola,5/2/20,29
Angola,5/3/20,35
Angola,5/4/20,35
Angola,5/5/20,35
Angola,5/6/20,36
Angola,5/7/20,36
Angola,5/8/20,36
Angola,5/9/20,43
Angola,5/10/20,43
Angola,5/11/20,45
Angola,5/12/20,45
Angola,5/13/20,45
Angola,5/14/20,45
Angola,5/15/20,48
Angola,5/16/20,48
Angola,5/17/20,48
Angola,5/18/20,48
Angola,5/19/20,48
Angola,5/20/20,50
Angola,5/21/20,52
Angola,5/22/20,58
Angola,5/23/20,60
Angola,5/24/20,60
Angola,5/25/20,69
Angola,5/26/20,69
Angola,5/27/20,71
Angola,5/28/20,71
Angola,5/29/20,73
Angola,5/30/20,77
Angola,5/31/20,84
Angola,6/1/20,86
Angola,6/2/20,86
Angola,6/3/20,86
Angola,6/4/20,86
Angola,6/5/20,86
Angola,6/6/20,86
Angola,6/7/20,86
Angola,6/8/20,91
Angola,6/9/20,92
Angola,6/10/20,96
Angola,6/11/20,113
Angola,6/12/20,118
Angola,6/13/20,130
Angola,6/14/20,138
Angola,6/15/20,140
Angola,6/16/20,142
Angola,6/17/20,142
Angola,6/18/20,155
Angola,6/19/20,155
Angola,6/20/20,166
Angola,6/21/20,172
Angola,6/22/20,176
Angola,6/23/20,183
Angola,6/24/20,186
Angola,6/25/20,189
Angola,6/26/20,197
Angola,6/27/20,212
Angola,6/28/20,244
Angola,6/29/20,267
Angola,6/30/20,276
Angola,7/1/20,284
Angola,7/2/20,291
Angola,7/3/20,315
Angola,7/4/20,328
Angola,7/5/20,346
Angola,7/6/20,346
Angola,7/7/20,353
Angola,7/8/20,353
Angola,7/9/20,386
Angola,7/10/20,396
Angola,7/11/20,458
Angola,7/12/20,483
Angola,7/13/20,506
Angola,7/14/20,506
Angola,7/15/20,525
Angola,7/16/20,576
Angola,7/17/20,607
Angola,7/18/20,638
Angola,7/19/20,687
Angola,7/20/20,705
Angola,7/21/20,749
Angola,7/22/20,749
Angola,7/23/20,779
Angola,7/24/20,812
Angola,7/25/20,851
Angola,7/26/20,880
Angola,7/27/20,930
Angola,7/28/20,932
Angola,7/29/20,950
Angola,7/30/20,1000
Angola,7/31/20,1078
Angola,8/1/20,1109
Angola,8/2/20,1114
Angola,8/3/20,1148
Angola,8/4/20,1164
Angola,8/5/20,1164
Angola,8/6/20,1344
Angola,8/7/20,1395
Angola,8/8/20,1483
Angola,8/9/20,1483
Angola,8/10/20,1572
Angola,8/11/20,1672
Angola,8/12/20,1679
Angola,8/13/20,1735
Angola,8/14/20,1762
Angola,8/15/20,1815
Angola,8/16/20,1852
Angola,8/17/20,1879
Angola,8/18/20,1906
Angola,8/19/20,1966
Angola,8/20/20,1966
Angola,8/21/20,2015
Angola,8/22/20,2044
Angola,8/23/20,2068
Angola,8/24/20,2171
Angola,8/25/20,2222
Angola,8/26/20,2283
Angola,8/27/20,2332
Angola,8/28/20,2415
Angola,8/29/20,2471
Angola,8/30/20,2551
Angola,8/31/20,2624
Angola,9/1/20,2624
Angola,9/2/20,2654
Angola,9/3/20,2729
Angola,9/4/20,2777
Angola,9/5/20,2805
Angola,9/6/20,2876
Angola,9/7/20,2935
Angola,9/8/20,2965
Angola,9/9/20,2981
Angola,9/10/20,3033
Angola,9/11/20,3092
Angola,9/12/20,3217
Angola,9/13/20,3279
Angola,9/14/20,3335
Angola,9/15/20,3388
Angola,9/16/20,3439
Angola,9/17/20,3569
Angola,9/18/20,3749
Angola,9/19/20,3789
Angola,9/20/20,3901
Angola,9/21/20,3991
Angola,9/22/20,4117
Angola,9/23/20,4236
Angola,9/24/20,4236
Angola,9/25/20,4363
Angola,9/26/20,4475
Angola,9/27/20,4590
Angola,9/28/20,4672
Angola,9/29/20,4797
Angola,9/30/20,4905
Angola,10/1/20,4972
Angola,10/2/20,4972
Angola,10/3/20,5114
Angola,10/4/20,5211
Angola,10/5/20,5370
Angola,10/6/20,5370
Angola,10/7/20,5725
Angola,10/8/20,5725
Angola,10/9/20,5863
Angola,10/10/20,5958
Angola,10/11/20,6031
Angola,10/12/20,6246
Angola,10/13/20,6366
Angola,10/14/20,6488
Angola,10/15/20,6680
Angola,10/16/20,6846
Angola,10/17/20,7096
Angola,10/18/20,7222
Angola,10/19/20,7462
Angola,10/20/20,7622
Angola,10/21/20,7829
Angola,10/22/20,8049
Angola,10/23/20,8338
Angola,10/24/20,8582
Angola,10/25/20,8829
Angola,10/26/20,9026
Angola,10/27/20,9381
Angola,10/28/20,9644
Angola,10/29/20,9871
Angola,10/30/20,10074
Angola,10/31/20,10269
Angola,11/1/20,10558
Angola,11/2/20,10805
Angola,11/3/20,11035
Angola,11/4/20,11228
Angola,11/5/20,11577
Angola,11/6/20,11813
Angola,11/7/20,12102
Angola,11/8/20,12223
Angola,11/9/20,12335
Angola,11/10/20,12433
Angola,11/11/20,12680
Angola,11/12/20,12816
Angola,11/13/20,12953
Angola,11/14/20,13057
Angola,11/15/20,13228
Angola,11/16/20,13374
Anguilla,3/27/20,2
Anguilla,3/28/20,2
Anguilla,3/29/20,2
Anguilla,3/30/20,2
Anguilla,3/31/20,2
Anguilla,4/1/20,2
Anguilla,4/2/20,2
Anguilla,4/3/20,3
Anguilla,4/4/20,3
Anguilla,4/5/20,3
Anguilla,4/6/20,3
Anguilla,4/7/20,3
Anguilla,4/8/20,3
Anguilla,4/9/20,3
Anguilla,4/10/20,3
Anguilla,4/11/20,3
Anguilla,4/12/20,3
Anguilla,4/13/20,3
Anguilla,4/14/20,3
Anguilla,4/15/20,3
Anguilla,4/16/20,3
Anguilla,4/17/20,3
Anguilla,4/18/20,3
Anguilla,4/19/20,3
Anguilla,4/20/20,3
Anguilla,4/21/20,3
Anguilla,4/22/20,3
Anguilla,4/23/20,3
Anguilla,4/24/20,3
Anguilla,4/25/20,3
Anguilla,4/26/20,3
Anguilla,4/27/20,3
Anguilla,4/28/20,3
Anguilla,4/29/20,3
Anguilla,4/30/20,3
Anguilla,5/1/20,3
Anguilla,5/2/20,3
Anguilla,5/3/20,3
Anguilla,5/4/20,3
Anguilla,5/5/20,3
Anguilla,5/6/20,3
Anguilla,5/7/20,3
Anguilla,5/8/20,3
Anguilla,5/9/20,3
Anguilla,5/10/20,3
Anguilla,5/11/20,3
Anguilla,5/12/20,3
Anguilla,5/13/20,3
Anguilla,5/14/20,3
Anguilla,5/15/20,3
Anguilla,5/16/20,3
Anguilla,5/17/20,3
Anguilla,5/18/20,3
Anguilla,5/19/20,3
Anguilla,5/20/20,3
Anguilla,5/21/20,3
Anguilla,5/22/20,3
Anguilla,5/23/20,3
Anguilla,5/24/20,3
Anguilla,5/25/20,3
Anguilla,5/26/20,3
Anguilla,5/27/20,3
Anguilla,5/28/20,3
Anguilla,5/29/20,3
Anguilla,5/30/20,3
Anguilla,5/31/20,3
Anguilla,6/1/20,3
Anguilla,6/2/20,3
Anguilla,6/3/20,3
Anguilla,6/4/20,3
Anguilla,6/5/20,3
Anguilla,6/6/20,3
Anguilla,6/7/20,3
Anguilla,6/8/20,3
Anguilla,6/9/20,3
Anguilla,6/10/20,3
Anguilla,6/11/20,3
Anguilla,6/12/20,3
Anguilla,6/13/20,3
Anguilla,6/14/20,3
Anguilla,6/15/20,3
Anguilla,6/16/20,3
Anguilla,6/17/20,3
Anguilla,6/18/20,3
Anguilla,6/19/20,3
Anguilla,6/20/20,3
Anguilla,6/21/20,3
Anguilla,6/22/20,3
Anguilla,6/23/20,3
Anguilla,6/24/20,3
Anguilla,6/25/20,3
Anguilla,6/26/20,3
Anguilla,6/27/20,3
Anguilla,6/28/20,3
Anguilla,6/29/20,3
Anguilla,6/30/20,3
Anguilla,7/1/20,3
Anguilla,7/2/20,3
Anguilla,7/3/20,3
Anguilla,7/4/20,3
Anguilla,7/5/20,3
Anguilla,7/6/20,3
Anguilla,7/7/20,3
Anguilla,7/8/20,3
Anguilla,7/9/20,3
Anguilla,7/10/20,3
Anguilla,7/11/20,3
Anguilla,7/12/20,3
Anguilla,7/13/20,3
Anguilla,7/14/20,3
Anguilla,7/15/20,3
Anguilla,7/16/20,3
Anguilla,7/17/20,3
Anguilla,7/18/20,3
Anguilla,7/19/20,3
Anguilla,7/20/20,3
Anguilla,7/21/20,3
Anguilla,7/22/20,3
Anguilla,7/23/20,3
Anguilla,7/24/20,3
Anguilla,7/25/20,3
Anguilla,7/26/20,3
Anguilla,7/27/20,3
Anguilla,7/28/20,3
Anguilla,7/29/20,3
Anguilla,7/30/20,3
Anguilla,7/31/20,3
Anguilla,8/1/20,3
Anguilla,8/2/20,3
Anguilla,8/3/20,3
Anguilla,8/4/20,3
Anguilla,8/5/20,3
Anguilla,8/6/20,3
Anguilla,8/7/20,3
Anguilla,8/8/20,3
Anguilla,8/9/20,3
Anguilla,8/10/20,3
Anguilla,8/11/20,3
Anguilla,8/12/20,3
Anguilla,8/13/20,3
Anguilla,8/14/20,3
Anguilla,8/15/20,3
Anguilla,8/16/20,3
Anguilla,8/17/20,3
Anguilla,8/18/20,3
Anguilla,8/19/20,3
Anguilla,8/20/20,3
Anguilla,8/21/20,3
Anguilla,8/22/20,3
Anguilla,8/23/20,3
Anguilla,8/24/20,3
Anguilla,8/25/20,3
Anguilla,8/26/20,3
Anguilla,8/27/20,3
Anguilla,8/28/20,3
Anguilla,8/29/20,3
Anguilla,8/30/20,3
Anguilla,8/31/20,3
Anguilla,9/1/20,3
Anguilla,9/2/20,3
Anguilla,9/3/20,3
Anguilla,9/4/20,3
Anguilla,9/5/20,3
Anguilla,9/6/20,3
Anguilla,9/7/20,3
Anguilla,9/8/20,3
Anguilla,9/9/20,3
Anguilla,9/10/20,3
Anguilla,9/11/20,3
Anguilla,9/12/20,3
Anguilla,9/13/20,3
Anguilla,9/14/20,3
Anguilla,9/15/20,3
Anguilla,9/16/20,3
Anguilla,9/17/20,3
Anguilla,9/18/20,3
Anguilla,9/19/20,3
Anguilla,9/20/20,3
Anguilla,9/21/20,3
Anguilla,9/22/20,3
Anguilla,9/23/20,3
Anguilla,9/24/20,3
Anguilla,9/25/20,3
Anguilla,9/26/20,3
Anguilla,9/27/20,3
Anguilla,9/28/20,3
Anguilla,9/29/20,3
Anguilla,9/30/20,3
Anguilla,10/1/20,3
Anguilla,10/2/20,3
Anguilla,10/3/20,3
Anguilla,10/4/20,3
Anguilla,10/5/20,3
Anguilla,10/6/20,3
Anguilla,10/7/20,3
Anguilla,10/8/20,3
Anguilla,10/9/20,3
